verb,noun,item,n_kwics,coll_freq,logDice,usage,noun_concreteness,noun_synset_len,verb_synset_len,snd3,snd10,snd25,snd50,queried_by_verb,queried_by_noun,n_nouns_for_verb,n_verbs_for_noun
fight,series,fight series,100,3169,4.33,fighting game series,2.92,7,4,235.62,353.57,397.71,420.71,1,0,88,11
fight,side,fight side,100,5573,5.35,fought side by side,3.68,12,4,242.69,366.37,436.59,477.44,1,0,88,25
fight,skill,fight skill,100,9918,5.78,fighting skills,2.17,2,4,158.2,237.46,270.14,289.39,1,0,88,10
fight,soldier,fight soldier,100,3787,5.35,soldiers fought,4.72,2,4,146.17,236.65,278.07,301.43,1,0,88,5
fight,spirit,fight spirit,100,16500,7.37,fighting spirit,1.6,8,4,185.02,272.1,307.13,325.29,1,0,88,10
fight,spread,fight spread,100,4495,5.77,to fight the spread of,3.68,10,4,155.07,219.2,240.74,250.44,1,0,88,2
fight,stance,fight stance,100,3276,5.47,a fighting stance,4.04,2,4,152.07,223.66,252.97,267.68,1,0,88,3
fight,style,fight style,100,17163,7.12,fighting style,2.67,9,4,265.3,373.91,413.91,433.56,1,0,88,6
fight,system,fight system,100,7862,4.35,fighting system,2.94,9,4,223.61,330.78,374.49,401.55,1,0,88,36
fight,tear,fight tear,100,8187,6.73,fighting back tears,4.56,4,4,76.006,120.53,139.78,151.99,1,0,88,5
fight,technique,fight technique,100,4080,4.9,fighting techniques,2.4,2,4,168.57,286.63,336.55,366.47,1,0,88,5
fight,terror,fight terror,100,3514,5.65,fighting terror,2.43,4,4,89.753,127.38,141.12,150.15,1,0,88,5
fight,terrorism,fight terrorism,100,21458,8.22,to fight terrorism,2.79,1,4,99.951,145.55,166.3,180.5,1,0,88,2
fight,terrorist,fight terrorist,100,5694,6.27,fighting terrorists,3.64,1,4,85.007,132.96,160.49,178.63,1,0,88,4
fight,thing,fight thing,100,3905,2.77,fight this thing,3.17,12,4,143.55,268.8,339.04,370.97,1,0,88,51
fight,threat,fight threat,100,4283,5.23,fight the threat,2.52,4,4,184.42,279.11,309.64,325.29,1,0,88,8
fight,time,fight time,100,6732,3.05,fought three times,3.07,10,4,273.83,408.51,469.17,512.74,1,0,88,50
fight,tooth,fight tooth,100,13655,7.26,fight tooth and nail,4.89,5,4,89.365,137.21,164.44,183.76,1,0,88,7
fight,trafficking,fight trafficking,100,4279,5.97,fight human trafficking,2.54,0,4,51.441,89.491,112.39,125.28,1,0,88,1
fight,troop,fight troop,100,4208,5.59,fighting troops,4.34,4,4,43.961,69.395,84.425,94.045,1,0,88,6
fight,unit,fight unit,100,4517,4.99,fighting units,3.77,6,4,223.82,323.7,361.47,379.55,1,0,88,8
fight,urge,fight urge,100,12646,7.48,fought the urge,1.93,2,4,61.097,91.339,109.57,118.51,1,0,88,2
fight,vehicle,fight vehicle,100,6125,5.56,fighting vehicles,4.64,4,4,135.77,243.43,288.48,318.05,1,0,88,14
fight,violence,fight violence,100,3079,5.05,fight violence,3.07,3,4,151.79,221.0,253.88,276.12,1,0,88,7
fight,virus,fight virus,100,11006,7.04,fight the virus,3.48,3,4,98.597,163.57,194.16,213.12,1,0,88,9
fight,war,fight war,100,105995,9.77,fighting a war,3.63,4,4,185.71,287.06,333.51,366.33,1,0,88,8
fight,warming,fight warming,100,4015,5.82,to fight global warming,3.34,2,4,61.478,88.849,100.51,106.6,1,0,88,1
fight,way,fight way,100,58362,6.55,fight their way,2.34,12,4,244.04,355.4,397.34,421.07,1,0,88,38
fight,word,fight word,100,4315,4.22,fighting words,3.56,10,4,247.83,371.55,418.36,446.17,1,0,88,25
fight,year,fight year,100,4381,3.17,years fought,3.25,4,4,119.49,308.84,424.66,500.24,1,0,88,26
float,bag,float bag,100,353,3.04,float the bag,4.9,9,9,145.54,219.91,255.08,276.69,1,0,52,15
float,ball,float ball,100,1382,4.41,floated the ball,5.0,12,9,152.85,224.94,253.8,268.96,1,0,52,26
float,balloon,float balloon,100,1251,6.96,balloon floated,4.92,2,9,82.715,117.6,132.65,140.92,1,0,52,2
float,bill,float bill,100,352,2.47,floated a bill,4.68,10,9,180.57,253.96,277.09,287.1,1,0,52,10
float,boat,float boat,100,12267,8.43,floats your boat,4.93,2,9,139.06,231.66,280.03,308.1,1,0,52,11
float,body,float body,100,628,2.33,body floated,4.79,11,9,237.41,335.77,373.18,393.77,1,0,52,40
float,bond,float bond,100,1159,5.42,float bonds,3.62,10,9,110.64,161.44,182.63,192.11,1,0,52,6
float,business,float business,100,350,1.0,float the business,3.28,9,9,153.74,238.14,275.17,295.29,1,0,52,18
float,company,float company,100,1665,2.99,company floated,4.11,9,9,158.09,282.67,333.64,366.19,1,0,52,17
float,concept,float concept,100,409,2.53,floated the concept,1.41,1,9,170.06,269.24,328.11,364.43,1,0,52,5
float,cross,float cross,100,569,5.29,floated cross,4.44,6,9,160.91,220.55,239.32,248.97,1,0,52,3
float,currency,float currency,100,838,5.65,float its currency,4.25,3,9,94.339,132.94,148.37,158.41,1,0,52,2
float,dollar,float dollar,100,451,3.83,floating the dollar,4.93,4,9,87.287,142.98,187.37,227.38,1,0,52,6
float,element,float element,100,850,3.32,floated elements,3.63,7,9,214.49,312.21,360.35,389.13,1,0,52,9
float,flag,float flag,100,343,3.47,flag floated,4.79,7,9,118.42,169.96,192.99,204.91,1,0,52,6
float,foot,float foot,100,1309,4.27,floating a few feet,4.9,11,9,236.46,337.5,383.01,409.62,1,0,52,23
float,fund,float fund,100,371,2.32,floating rate funds,3.18,3,9,147.28,207.45,229.19,247.48,1,0,52,8
float,idea,float idea,100,14114,5.89,floated the idea of,1.61,5,9,186.11,292.47,339.77,365.76,1,0,52,31
float,image,float image,100,638,2.19,floated images,3.85,9,9,179.93,316.21,370.25,403.89,1,0,52,21
float,inch,float inch,100,740,4.9,floating a few inches,4.37,2,9,106.69,178.3,223.82,248.94,1,0,52,1
float,issue,float issue,100,422,0.61,float a bond issue,2.37,11,9,174.52,308.87,366.65,399.06,1,0,52,16
float,line,float line,100,685,2.08,floating lines,4.5,30,9,253.42,357.41,397.32,421.22,1,0,52,42
float,loan,float loan,100,847,4.5,floating rate loans,3.72,2,9,104.98,151.18,172.42,189.48,1,0,52,2
float,log,float log,100,871,5.58,floating logs,4.96,5,9,107.86,149.58,163.52,170.97,1,0,52,1
float,mile,float mile,100,660,3.57,floating miles,3.63,8,9,139.01,269.39,338.98,374.99,1,0,52,5
float,name,float name,100,1241,2.39,name was floated,3.5,6,9,276.55,417.22,464.64,487.44,1,0,52,16
float,note,float note,100,594,2.77,floating rate notes,4.61,9,9,185.39,262.54,291.67,307.86,1,0,52,8
float,notion,float notion,100,427,4.19,floated the notion,1.93,4,9,164.54,242.78,288.04,315.87,1,0,52,5
float,number,float number,100,4031,3.59,floating point numbers,3.3,11,9,198.05,280.36,322.92,351.63,1,0,52,36
float,party,float party,100,823,3.25,float a new party,3.89,5,9,161.4,244.31,287.75,312.33,1,0,52,10
float,pass,float pass,100,439,4.14,floated pass,2.71,17,9,137.75,207.72,239.64,258.53,1,0,52,5
float,plan,float plan,100,1290,2.96,floated a plan,3.4,3,9,144.41,259.22,311.43,339.79,1,0,52,17
float,plane,float plane,100,376,3.98,float planes,4.92,5,9,122.19,203.02,246.61,272.63,1,0,52,5
float,possibility,float possibility,100,1155,4.41,floated the possibility of,1.33,4,9,145.63,223.31,267.52,294.93,1,0,52,4
float,project,float project,100,584,1.7,floating offshore wind projects,3.62,2,9,170.17,284.97,344.87,374.52,1,0,52,19
float,proposal,float proposal,100,2015,5.54,floated a proposal,2.75,3,9,141.82,242.7,286.26,312.53,1,0,52,2
float,raft,float raft,100,408,5.72,floating rafts,5.0,2,9,73.972,105.54,119.49,128.12,1,0,52,2
float,rate,float rate,100,1876,3.89,floating exchange rates,2.5,4,9,155.47,233.69,262.65,282.31,1,0,52,13
float,river,float river,100,1349,5.99,floating the river,4.89,1,9,183.95,321.39,382.87,418.96,1,0,52,4
float,rumor,float rumor,100,484,5.18,rumors floated,2.15,1,9,60.471,137.86,168.94,183.37,1,0,52,4
float,scheme,float scheme,100,481,3.67,schemes floated,2.41,5,9,168.96,256.65,299.24,325.92,1,0,52,4
float,section,float section,100,342,2.04,float this section,3.24,14,9,251.58,357.1,398.07,416.69,1,0,52,11
float,share,float share,100,715,3.75,float shares,2.96,5,9,142.03,223.41,269.62,295.81,1,0,52,5
float,ship,float ship,100,608,3.72,float the ship,4.87,1,9,128.34,250.17,304.84,346.07,1,0,52,15
float,story,float story,100,385,0.77,story floated,3.3,6,9,197.18,328.22,376.06,402.62,1,0,52,28
float,suggestion,float suggestion,100,312,3.23,floated the suggestion,2.23,6,9,145.86,218.48,247.86,264.17,1,0,52,1
float,tender,float tender,100,2253,7.72,floated a tender,2.58,6,9,92.185,129.95,142.31,147.93,1,0,52,1
float,theory,float theory,100,1036,4.42,floated the theory,1.47,3,9,196.65,287.5,337.25,366.48,1,0,52,7
float,tube,float tube,100,335,3.98,float tube,4.82,5,9,114.82,187.52,223.22,243.88,1,0,52,4
float,value,float value,100,1779,3.2,floating point values,1.62,6,9,204.29,287.34,318.64,334.81,1,0,52,21
float,way,float way,100,1267,1.16,float your way,2.34,12,9,244.04,355.4,397.34,421.07,1,0,52,38
float,window,float window,100,494,2.96,floating windows,4.86,8,9,140.8,244.66,291.16,317.16,1,0,52,15
flood,apartment,flood apartment,100,600,4.58,flooded apartment,4.9,1,4,137.59,204.94,236.68,256.65,1,0,89,2
flood,area,flood area,100,17316,6.27,flooded areas,3.72,6,4,263.68,404.24,463.02,501.91,1,0,89,24
flood,bank,flood bank,100,961,4.52,flooded its banks,4.78,10,4,180.67,256.29,282.81,296.16,1,0,89,2
flood,basement,flood basement,100,3807,8.19,flooded basement,4.89,2,4,71.212,121.48,149.81,166.81,1,0,89,1
flood,battery,flood battery,100,1546,5.42,flooded batteries,4.67,7,4,117.05,166.22,184.07,193.19,1,0,89,2
flood,board,flood board,100,819,3.92,flood the board,4.57,9,4,187.08,278.44,317.8,338.2,1,0,89,5
flood,body,flood body,100,2885,4.48,flood the body,4.79,11,4,237.41,335.77,373.18,393.77,1,0,89,40
flood,brain,flood brain,100,1674,5.74,floods the brain,4.69,5,4,120.31,177.7,212.37,233.34,1,0,89,8
flood,building,flood building,100,1350,3.91,flooded buildings,4.64,4,4,193.2,298.76,338.74,361.38,1,0,89,10
flood,car,flood car,100,736,2.44,flooded cars,4.89,5,4,146.58,271.86,328.14,362.93,1,0,89,26
flood,cave,flood cave,100,1007,6.01,a flooded cave,4.96,1,4,128.12,188.02,214.51,232.29,1,0,89,1
flood,cell,flood cell,100,745,3.59,flooded cells,4.44,7,4,151.64,244.74,286.69,309.52,1,0,89,11
flood,chamber,flood chamber,100,618,5.06,flooded chamber,4.59,5,4,144.08,200.16,221.08,232.59,1,0,89,2
flood,channel,flood channel,100,726,4.2,flood the channel,4.18,8,4,188.91,282.84,327.34,352.24,1,0,89,3
flood,city,flood city,100,4319,5.62,flooded the city,4.79,3,4,196.98,329.78,410.83,452.11,1,0,89,11
flood,community,flood community,100,1377,3.51,flooded communities,3.52,6,4,214.58,316.13,353.91,376.42,1,0,89,12
flood,compartment,flood compartment,100,928,6.1,flooded compartments,3.57,2,4,92.378,136.45,152.9,163.58,1,0,89,2
flood,country,flood country,100,3299,4.72,flooding the country,4.17,5,4,173.56,276.1,341.96,389.05,1,0,89,12
flood,court,flood court,100,603,3.79,flood the courts,4.31,11,4,152.67,222.89,258.41,278.61,1,0,89,4
flood,earth,flood earth,100,1553,5.7,flood the earth,4.8,7,4,148.47,254.46,304.88,330.38,1,0,89,5
flood,economy,flood economy,100,923,4.11,flooding the economy,2.57,4,4,165.36,238.62,265.62,283.32,1,0,89,14
flood,engine,flood engine,100,1037,4.25,flooding the engine,4.86,4,4,161.05,244.11,278.23,299.74,1,0,89,8
flood,event,flood event,100,1576,3.18,flooding events,2.69,4,4,226.3,317.53,360.62,385.59,1,0,89,19
flood,eye,flood eye,100,1240,3.28,eyes flooded,4.9,5,4,206.15,312.42,361.23,392.48,1,0,89,19
flood,face,flood face,100,790,3.49,flooded her face,4.87,13,4,234.58,343.73,395.03,428.46,1,0,89,15
flood,feed,flood feed,100,618,4.98,feed was flooded,4.17,1,4,103.08,144.91,161.58,170.62,1,0,89,1
flood,field,flood field,100,5408,6.08,flooded fields,4.26,17,4,244.0,344.01,383.08,400.82,1,0,89,12
flood,floor,flood floor,100,1803,5.67,floor was flooded,4.8,10,4,175.64,276.15,320.45,350.82,1,0,89,8
flood,forest,flood forest,100,2218,6.57,flooded forest,4.76,2,4,141.43,220.17,259.48,285.63,1,0,89,3
flood,forum,flood forum,100,832,4.73,flood the forum,4.0,2,4,148.93,223.01,251.44,266.91,1,0,89,2
flood,ground,flood ground,100,731,3.62,flooded ground,4.77,11,4,207.06,291.84,324.49,350.64,1,0,89,13
flood,heart,flood heart,100,1032,3.99,flooded my heart,4.52,10,4,222.29,308.92,338.38,354.34,1,0,89,18
flood,home,flood home,100,6166,4.69,flooded homes,4.11,9,4,239.73,352.55,396.94,419.06,1,0,89,14
flood,house,flood house,100,3763,5.11,flooded house,5.0,12,4,207.43,310.94,359.63,394.2,1,0,89,10
flood,inbox,flood inbox,100,1404,6.93,flood your inbox,4.1,0,4,33.769,47.055,52.52,55.362,1,0,89,1
flood,interior,flood interior,100,798,5.39,flood the interior,3.59,3,4,132.76,207.96,234.5,246.54,1,0,89,2
flood,island,flood island,100,682,4.5,flooded the island,4.96,2,4,189.15,307.78,376.84,415.1,1,0,89,3
flood,kitchen,flood kitchen,100,599,4.68,flooded kitchen,4.97,1,4,89.102,173.88,218.96,243.85,1,0,89,1
flood,land,flood land,100,3501,5.49,flooded land,4.57,11,4,211.49,302.04,339.59,359.75,1,0,89,10
flood,line,flood line,100,647,1.95,lines were flooded,4.5,30,4,253.42,357.41,397.32,421.22,1,0,89,42
flood,market,flood market,100,24774,7.98,flooding the market,4.7,5,4,166.28,245.6,289.22,311.24,1,0,89,22
flood,marketplace,flood marketplace,100,823,5.78,flooding the marketplace,4.28,2,4,93.357,139.81,158.17,166.7,1,0,89,1
flood,medium,flood medium,100,3199,5.88,flooded social media,3.0,11,4,160.81,221.24,239.23,248.23,1,0,89,2
flood,mind,flood mind,100,4816,6.01,flooded his mind,2.5,7,4,197.15,276.78,313.43,334.55,1,0,89,16
flood,mine,flood mine,100,1294,5.44,flooded mine,3.56,2,4,129.16,191.91,219.85,235.59,1,0,89,5
flood,mouth,flood mouth,100,851,4.94,flooded his mouth,4.74,8,4,171.28,251.18,292.8,315.3,1,0,89,6
flood,nation,flood nation,100,607,3.74,flood the nation,3.62,4,4,184.3,283.92,326.37,356.89,1,0,89,5
flood,neighborhood,flood neighborhood,100,1004,5.58,flooded neighborhoods,4.75,4,4,134.93,235.16,272.92,295.06,1,0,89,2
flood,network,flood network,100,1179,4.08,flooding the network,3.2,5,4,205.05,307.08,346.49,368.3,1,0,89,7
flood,office,flood office,100,1310,4.25,office was flooded,4.93,7,4,209.75,315.09,351.98,376.55,1,0,89,4
flood,page,flood page,100,989,2.91,page was flooded,4.9,6,4,188.45,271.09,309.07,332.21,1,0,89,11
flood,part,flood part,100,1818,1.98,flooded parts of,3.29,12,4,237.04,382.12,430.05,454.33,1,0,89,30
flood,people,flood people,100,1065,0.89,people flooded,4.82,4,4,190.25,264.24,315.17,343.14,1,0,89,39
flood,pit,flood pit,100,733,5.6,flooded gravel pits,4.68,11,4,101.78,153.43,179.68,195.49,1,0,89,1
flood,place,flood place,100,1504,2.14,flood the place,3.48,16,4,235.9,337.1,371.44,386.77,1,0,89,13
flood,plain,flood plain,100,872,6.08,flooded plains,2.26,2,4,114.76,184.14,213.64,232.29,1,0,89,1
flood,problem,flood problem,100,953,1.45,flooding problems,2.68,3,4,202.61,312.71,353.01,375.03,1,0,89,16
flood,property,flood property,100,1276,3.46,flooded properties,3.9,5,4,209.32,300.52,334.86,350.85,1,0,89,6
flood,rain,flood rain,100,1139,5.69,flooding rains,4.97,3,4,111.44,176.37,212.4,234.63,1,0,89,4
flood,region,flood region,100,1441,4.86,flooded the region,3.19,5,4,226.7,354.01,422.65,462.14,1,0,89,5
flood,risk,flood risk,100,1415,3.4,to flood risk,1.63,4,4,160.87,238.64,275.56,297.22,1,0,89,11
flood,river,flood river,100,3121,6.9,flooded river,4.89,1,4,183.95,321.39,382.87,418.96,1,0,89,4
flood,road,flood road,100,5395,6.61,flooded roads,4.75,2,4,236.91,405.38,498.87,551.42,1,0,89,9
flood,roadway,flood roadway,100,841,6.08,flooded roadways,4.67,1,4,61.886,95.771,116.19,132.61,1,0,89,1
flood,room,flood room,100,5939,5.43,flooded the room,4.79,4,4,177.22,289.39,342.76,375.76,1,0,89,6
flood,screen,flood screen,100,876,4.47,flood the screen,4.6,9,4,184.18,258.18,287.66,306.13,1,0,89,8
flood,section,flood section,100,1610,4.19,flooded section,3.24,14,4,251.58,357.1,398.07,416.69,1,0,89,11
flood,server,flood server,100,687,4.14,flood the server,4.55,4,4,134.36,203.19,235.38,259.09,1,0,89,2
flood,site,flood site,100,2114,3.78,site was flooded,4.56,3,4,252.6,368.9,411.88,434.34,1,0,89,18
flood,soil,flood soil,100,726,4.81,flooded soils,4.87,4,4,153.97,228.07,261.15,280.98,1,0,89,6
flood,soul,flood soul,100,863,4.49,flooded my soul,1.86,5,4,173.0,242.94,270.78,286.52,1,0,89,10
flood,space,flood space,100,1953,3.9,flood the space,3.54,9,4,218.82,301.78,331.62,346.57,1,0,89,10
flood,stage,flood stage,100,717,3.77,flood stage,4.64,8,4,237.79,333.96,373.25,392.25,1,0,89,7
flood,state,flood state,100,839,2.8,flooded the state,3.52,8,4,191.75,277.34,313.22,330.08,1,0,89,12
flood,station,flood station,100,630,3.44,station was flooded,4.32,5,4,219.1,332.06,378.41,407.53,1,0,89,5
flood,store,flood store,100,748,4.0,stores are flooded,4.5,4,4,136.84,239.74,294.45,326.11,1,0,89,4
flood,stream,flood stream,100,639,4.4,flooded stream,4.5,5,4,175.06,246.5,274.8,292.6,1,0,89,3
flood,street,flood street,100,8823,7.94,flooded streets,4.75,5,4,210.91,358.32,436.14,479.66,1,0,89,4
flood,system,flood system,100,3705,3.48,flood the system,2.94,9,4,223.61,330.78,374.49,401.55,1,0,89,36
flood,time,flood time,100,1417,0.91,flooded several times,3.07,10,4,273.83,408.51,469.17,512.74,1,0,89,50
flood,town,flood town,100,2464,5.59,flooded the town,4.64,4,4,167.37,359.75,445.5,497.25,1,0,89,7
flood,tunnel,flood tunnel,100,1090,5.97,flooded tunnel,4.82,2,4,144.51,208.02,235.26,250.24,1,0,89,1
flood,valley,flood valley,100,1773,6.83,flooded the valley,4.72,1,4,185.1,274.79,329.73,361.03,1,0,89,1
flood,victim,flood victim,100,986,4.25,to flood victims in,3.59,2,4,144.96,233.01,264.82,282.56,1,0,89,6
flood,village,flood village,100,1557,5.38,flooded villages,4.89,3,4,197.9,320.64,384.5,419.84,1,0,89,6
flood,water,flood water,100,1967,3.89,water flooded,5.0,6,4,232.15,324.2,362.8,390.59,1,0,89,24
flood,website,flood website,100,619,2.81,website was flooded,4.52,1,4,206.72,309.87,359.6,387.71,1,0,89,6
flood,world,flood world,100,3862,4.7,flood the world,4.36,8,4,202.2,309.66,360.98,390.98,1,0,89,28
flood,zone,flood zone,100,1075,5.24,flood the zone,3.07,4,4,181.45,254.1,279.0,292.93,1,0,89,2
forge,address,forge address,100,1030,4.17,forged addresses,3.89,8,7,133.62,193.45,219.57,233.25,1,0,89,3
forge,agreement,forge agreement,100,3837,5.72,forged an agreement,2.22,6,7,161.45,257.69,309.64,342.15,1,0,89,5
forge,alliance,forge alliance,100,15214,9.46,forge an alliance,2.5,5,7,136.73,218.78,256.02,274.57,1,0,89,3
forge,approach,forge approach,100,612,2.41,forge a new approach,2.74,9,7,228.24,334.77,377.46,398.77,1,0,89,6
forge,blade,forge blade,100,2445,6.68,forged blades,4.93,9,7,99.421,152.87,179.13,196.07,1,0,89,9
forge,body,forge body,100,757,2.52,forged body,4.79,11,7,237.41,335.77,373.18,393.77,1,0,89,40
forge,bond,forge bond,100,9111,8.08,forge a bond,3.62,10,7,110.64,161.44,182.63,192.11,1,0,89,6
forge,card,forge card,100,1038,3.48,forged credit cards,4.9,11,7,148.11,207.64,231.41,245.34,1,0,89,11
forge,career,forge career,100,6379,6.38,forge a career,2.54,2,7,185.6,286.27,327.76,349.0,1,0,89,10
forge,certificate,forge certificate,100,2975,6.28,forged birth certificate,4.59,2,7,104.12,157.48,186.97,201.77,1,0,89,2
forge,chain,forge chain,100,1077,5.03,chains forged,4.55,10,7,177.94,249.67,274.0,285.19,1,0,89,5
forge,character,forge character,100,714,2.67,character forged,2.93,9,7,277.35,405.34,452.72,475.45,1,0,89,14
forge,check,forge check,100,2003,5.48,forged checks,4.11,13,7,117.81,163.96,180.65,190.16,1,0,89,1
forge,coalition,forge coalition,100,1692,6.52,forge a coalition,2.75,3,7,105.87,164.83,190.21,202.56,1,0,89,1
forge,collaboration,forge collaboration,100,2142,6.15,forge collaborations,2.59,2,7,178.14,280.18,328.42,357.92,1,0,89,3
forge,community,forge community,100,1421,3.53,community forged,3.52,6,7,214.58,316.13,353.91,376.42,1,0,89,12
forge,compromise,forge compromise,100,980,5.66,forge a compromise,1.8,2,7,109.47,154.02,172.7,183.32,1,0,89,2
forge,connection,forge connection,100,11240,7.05,forge connections,3.0,9,7,212.19,336.16,390.35,421.85,1,0,89,8
forge,consensus,forge consensus,100,2653,6.77,forge consensus,2.32,1,7,98.109,135.85,148.67,155.18,1,0,89,1
forge,cooperation,forge cooperation,100,632,4.77,forge cooperation,2.03,2,7,101.39,187.88,224.03,244.6,1,0,89,1
forge,culture,forge culture,100,641,3.54,culture forged,2.04,7,7,186.1,286.95,330.06,354.28,1,0,89,8
forge,deal,forge deal,100,1925,4.17,forge a deal,3.1,9,7,162.55,254.97,291.8,311.14,1,0,89,10
forge,destiny,forge destiny,100,878,5.69,forge their own destiny,1.67,3,7,67.303,97.564,108.76,115.37,1,0,89,1
forge,document,forge document,100,14492,7.37,forged documents,4.41,4,7,158.9,245.28,277.4,295.0,1,0,89,8
forge,empire,forge empire,100,752,5.23,forge an empire,3.0,5,7,145.36,220.29,250.81,270.87,1,0,89,3
forge,evidence,forge evidence,100,698,2.46,forged evidence,3.65,3,7,161.8,250.91,291.33,310.6,1,0,89,5
forge,form,forge form,100,676,2.21,forge new forms,3.13,16,7,243.13,363.22,411.47,440.19,1,0,89,6
forge,friendship,forge friendship,100,8951,8.6,forge friendships,2.39,1,7,158.89,219.81,246.49,260.75,1,0,89,2
forge,future,forge future,100,2683,5.76,forge a future,1.86,3,7,212.83,298.97,328.74,343.84,1,0,89,5
forge,ground,forge ground,100,986,4.01,forging new ground,4.77,11,7,207.06,291.84,324.49,350.64,1,0,89,13
forge,hammer,forge hammer,100,761,5.58,hammer forged,4.77,8,7,63.213,100.74,119.15,130.18,1,0,89,3
forge,head,forge head,100,675,2.44,forged head,4.75,33,7,299.95,421.51,474.88,503.64,1,0,89,28
forge,header,forge header,100,604,4.9,forged headers,3.93,7,7,101.84,147.02,167.22,178.1,1,0,89,1
forge,identity,forge identity,100,5874,7.11,forge an identity,2.0,4,7,150.51,209.73,235.52,249.54,1,0,89,5
forge,instrument,forge instrument,100,961,4.52,possession of a forged instrument,4.27,6,7,172.66,239.15,266.4,281.35,1,0,89,2
forge,iron,forge iron,100,2791,7.15,forged iron,4.59,4,7,80.514,145.14,176.53,197.6,1,0,89,3
forge,item,forge item,100,728,2.66,forged items,4.41,5,7,197.78,301.7,343.31,365.49,1,0,89,15
forge,kind,forge kind,100,783,2.35,forge some kind,2.07,1,7,133.27,291.79,361.24,396.17,1,0,89,12
forge,knife,forge knife,100,899,5.16,forged knives,4.9,3,7,92.137,132.92,155.86,174.34,1,0,89,8
forge,letter,forge letter,100,3217,5.09,forged letter,4.7,5,7,200.25,296.12,337.49,359.86,1,0,89,7
forge,life,forge life,100,2039,2.91,forge a new life,2.69,14,7,228.25,333.37,374.48,396.14,1,0,89,27
forge,link,forge link,100,9616,6.27,forge links,3.43,9,7,208.43,313.12,359.04,384.62,1,0,89,5
forge,material,forge material,100,608,2.14,forged material,4.26,5,7,225.35,316.51,351.27,369.43,1,0,89,25
forge,message,forge message,100,633,2.36,forged message,3.97,2,7,175.56,250.41,284.71,304.77,1,0,89,13
forge,metal,forge metal,100,1060,5.23,forged metal,4.87,2,7,125.31,203.89,250.4,277.21,1,0,89,9
forge,model,forge model,100,617,2.07,forge a new model,4.53,9,7,257.89,360.86,399.17,421.43,1,0,89,10
forge,name,forge name,100,1313,2.44,forged his name,3.5,6,7,276.55,417.22,464.64,487.44,1,0,89,16
forge,nation,forge nation,100,1273,4.74,forge a nation,3.62,4,7,184.3,283.92,326.37,356.89,1,0,89,5
forge,network,forge network,100,945,3.73,forge networks,3.2,5,7,205.05,307.08,346.49,368.3,1,0,89,7
forge,note,forge note,100,1530,4.03,forged notes,4.61,9,7,185.39,262.54,291.67,307.86,1,0,89,8
forge,one,forge one,100,878,3.16,forge new ones,3.97,2,7,168.46,247.06,286.49,310.04,1,0,89,4
forge,order,forge order,100,763,2.71,forged orders,2.79,15,7,200.56,276.77,305.55,320.28,1,0,89,8
forge,pact,forge pact,100,642,5.45,forged a pact,2.52,1,7,72.817,130.78,156.48,169.71,1,0,89,1
forge,paper,forge paper,100,1852,4.46,forged papers,4.93,7,7,155.17,242.42,275.37,290.75,1,0,89,8
forge,part,forge part,100,1348,1.55,forged parts,3.29,12,7,237.04,382.12,430.05,454.33,1,0,89,30
forge,partnership,forge partnership,100,17971,8.88,forge partnerships,2.82,3,7,168.4,260.8,306.07,330.05,1,0,89,5
forge,passport,forge passport,100,2122,6.79,forged passports,5.0,3,7,65.364,98.264,113.16,120.92,1,0,89,1
forge,path,forge path,100,15195,7.77,forge a path,4.41,4,7,182.08,275.19,315.19,334.94,1,0,89,7
forge,pathway,forge pathway,100,1182,5.45,forge new pathways,4.28,2,7,128.72,183.93,206.08,219.85,1,0,89,3
forge,peace,forge peace,100,1153,4.78,forge peace,1.62,5,7,91.75,141.41,165.78,179.16,1,0,89,3
forge,piece,forge piece,100,833,2.8,piece forged,4.14,13,7,236.3,331.62,361.88,377.98,1,0,89,26
forge,piston,forge piston,100,4138,8.13,forged pistons,4.81,2,7,35.208,59.712,73.383,82.797,1,0,89,1
forge,plan,forge plan,100,862,2.32,forge a plan,3.4,3,7,144.41,259.22,311.43,339.79,1,0,89,17
forge,policy,forge policy,100,916,3.02,forge policies,2.76,3,7,171.66,250.29,295.41,320.55,1,0,89,12
forge,prescription,forge prescription,100,902,5.54,forged prescriptions,4.0,4,7,75.217,106.38,117.96,123.55,1,0,89,1
forge,process,forge process,100,1602,2.92,the forging process,2.93,6,7,219.57,309.68,362.4,391.04,1,0,89,24
forge,relation,forge relation,100,1665,5.45,forge relations,2.11,6,7,234.35,333.67,369.06,392.03,1,0,89,2
forge,relationship,forge relationship,100,21353,7.47,forge relationships,2.8,4,7,256.77,383.37,435.58,473.39,1,0,89,10
forge,reputation,forge reputation,100,2099,5.82,forged a reputation,1.64,3,7,181.29,254.1,285.24,303.63,1,0,89,6
forge,ring,forge ring,100,821,4.57,forged rings,4.81,9,7,158.39,221.34,244.87,257.2,1,0,89,6
forge,sense,forge sense,100,834,2.5,forge a sense of,2.61,5,7,206.76,300.07,335.13,356.84,1,0,89,11
forge,signature,forge signature,100,6865,8.02,forged signatures,4.43,5,7,112.21,162.69,182.27,192.44,1,0,89,2
forge,solution,forge solution,100,1292,3.13,forge solutions,2.61,5,7,187.76,265.14,296.6,314.05,1,0,89,7
